visual_name,property_category,property_name,property_description,property_values
lineChart,error,labelColor,Color,Expected type: color
lineChart,error,labelFontFamily,Font family,Expected type: string
lineChart,error,labelFontSize,Color,Expected type: number
lineChart,error,labelFormat,Label format,"absolute, relativeNumeric, relativePercentage, range"
lineChart,error,labelItalic,Italic,Expected type: boolean
lineChart,error,labelMatchSeriesColor,Match series color,Expected type: boolean
lineChart,error,labelShow,Show,Expected type: boolean
lineChart,error,labelUnderline,Underline,Expected type: boolean
lineChart,error,markerShape,Marker shape,"circle, square, diamond, triangle, x, shortDash, longDash, plus, none"
lineChart,error,markerShow,Show,Expected type: boolean
lineChart,error,markerSize,Size,Expected type: number
lineChart,error,shadeBandStyle,Style,"fill, line, fillLine"
lineChart,error,shadeColor,Color,Expected type: color
lineChart,error,shadeMatchSeriesColor,Match series color,Expected type: boolean
lineChart,error,shadeShow,Show,Expected type: boolean
lineChart,error,shadeTransparency,Transparency,Expected type: number
lineChart,error,showMarkerByDefault,Color,Expected type: boolean
lineChart,error,tooltipFormat,Label format,"absolute, relativeNumeric, relativePercentage, range"
lineChart,error,tooltipShow,Show in tooltip,Expected type: boolean
lineChart,filters,filteredToUniqueValue,Color,Expected type: boolean
lineChart,forecast,autoScale,Scale by width,Expected type: boolean
lineChart,forecast,bandAreaColor,Color,Expected type: color
lineChart,forecast,bandAreaMatchColor,Match line color,Expected type: boolean
lineChart,forecast,bandAreaShow,Show,Expected type: boolean
lineChart,forecast,bandAreaTransparency,Transparency,Expected type: number
lineChart,forecast,bandLineAutoScale,Scale by width,Expected type: boolean
lineChart,forecast,bandLineColor,Color,Expected type: color
lineChart,forecast,bandLineDashArray,Dash array,Expected type: string
lineChart,forecast,bandLineDashCap,Dash cap,"none, round, square"
lineChart,forecast,bandLineMatchColor,Match line color,Expected type: boolean
lineChart,forecast,bandLinePattern,Line style,"solid, dashed, dotted, custom"
lineChart,forecast,bandLineShow,Show,Expected type: boolean
lineChart,forecast,bandLineTransparency,Transparency,Expected type: number
lineChart,forecast,bandLineWidth,Width,Expected type: number
lineChart,forecast,dashArray,Dash array,Expected type: string
lineChart,forecast,dashCap,Dash cap,"none, round, square"
lineChart,forecast,displayName,Name,Expected type: string
lineChart,forecast,interpolation,Interpolation type,"linear, smooth, step"
lineChart,forecast,interpolationSmooth,Smooth type,"monotoneX, cardinal"
lineChart,forecast,interpolationSmoothParam,Tension,Expected type: number
lineChart,forecast,interpolationStep,Step position,"before, center, after"
lineChart,forecast,lineColor,Color,Expected type: color
lineChart,forecast,matchSeriesInterpolation,Match series interpolation,Expected type: boolean
lineChart,forecast,show,Show,Expected type: boolean
lineChart,forecast,strokeTransparency,Transparency,Expected type: number
lineChart,forecast,style,Line style,"solid, dashed, dotted, custom"
lineChart,forecast,width,Width,Expected type: number
lineChart,general,formatString,Color,Expected type: string
lineChart,general,responsive,Responsive,Expected type: boolean
lineChart,general,responsiveLegacy,Color,Expected type: boolean
lineChart,labels,backgroundColor,Color,Expected type: color
lineChart,labels,backgroundTransparency,Transparency,Expected type: integer
lineChart,labels,bold,Bold,Expected type: boolean
lineChart,labels,color,Color,Expected type: color
lineChart,labels,detailBold,Bold,Expected type: boolean
lineChart,labels,detailColor,Color,Expected type: color
lineChart,labels,detailContentType,Content,"Percent of total, Custom"
lineChart,labels,detailCustomFormatString,Format code,Expected type: string
lineChart,labels,detailFontFamily,Font family,Expected type: string
lineChart,labels,detailFontSize,Color,Expected type: number
lineChart,labels,detailItalic,Italic,Expected type: boolean
lineChart,labels,detailLabelDisplayUnits,Display units,"0, 1, 1000, 1000000, 1000000000, 1000000000000, -1"
lineChart,labels,detailLabelPrecision,Value decimal places,Expected type: integer
lineChart,labels,detailShowBlankAs,Show blank as,Expected type: string
lineChart,labels,detailTransparency,Transparency,Expected type: number
lineChart,labels,detailUnderline,Underline,Expected type: boolean
lineChart,labels,dynamicLabelDetail,Field,"Expected type: string, number, integer, boolean"
lineChart,labels,dynamicLabelTitle,Field,"Expected type: string, number, integer, boolean"
lineChart,labels,dynamicLabelValue,Field,"Expected type: string, number, integer, boolean"
lineChart,labels,enableBackground,Show background,Expected type: boolean
lineChart,labels,enableDetailDataLabel,Color,Expected type: boolean
lineChart,labels,enableTitleDataLabel,Color,Expected type: boolean
lineChart,labels,enableValueDataLabel,Color,Expected type: boolean
lineChart,labels,fontFamily,Font family,Expected type: string
lineChart,labels,fontSize,Color,Expected type: number
lineChart,labels,horizontalAlignment,Color,"left, center, right"
lineChart,labels,italic,Italic,Expected type: boolean
lineChart,labels,labelContainerMaxWidth,Maximum width,Expected type: number
lineChart,labels,labelContentLayout,Layout,"MultiLine, SingleLine"
lineChart,labels,labelDensity,Label density,Expected type: integer
lineChart,labels,labelDisplayUnits,Display units,"0, 1, 1000, 1000000, 1000000000, 1000000000000, -1"
lineChart,labels,labelPosition,Position,"Auto, InsideEnd, OutsideEnd, InsideCenter, InsideBase, Above, Under"
lineChart,labels,labelPrecision,Value decimal places,Expected type: integer
lineChart,labels,leaderLineAutoScale,Scale by width,Expected type: boolean
lineChart,labels,leaderLineColor,Color,Expected type: color
lineChart,labels,leaderLineDashArray,Dash array,Expected type: string
lineChart,labels,leaderLineDashCap,Dash cap,"none, round, square"
lineChart,labels,leaderLinePattern,Line style,"solid, dashed, dotted, custom"
lineChart,labels,leaderLineTransparency,Transparency,Expected type: number
lineChart,labels,leaderLineWidth,Width,Expected type: number
lineChart,labels,leaderLines,Show,Expected type: boolean
lineChart,labels,maximumOffset,Maximum offset,Expected type: number
lineChart,labels,minimumOffset,Minimum offset,Expected type: number
lineChart,labels,optimizeLabelDisplay,Optimize label display,Expected type: boolean
lineChart,labels,show,Show,Expected type: boolean
lineChart,labels,showAll,Customize series,Expected type: boolean
lineChart,labels,showBlankAs,Show blank as,Expected type: string
lineChart,labels,showByDefault,Color,Expected type: boolean
lineChart,labels,showDynamicLabels,Custom label,Expected type: boolean
lineChart,labels,showSeries,Show,Expected type: boolean
lineChart,labels,titleBold,Bold,Expected type: boolean
lineChart,labels,titleColor,Color,Expected type: color
lineChart,labels,titleContentType,Content,"Series name, Custom"
lineChart,labels,titleCustomFormatString,Format code,Expected type: string
lineChart,labels,titleFontFamily,Font family,Expected type: string
lineChart,labels,titleFontSize,Color,Expected type: number
lineChart,labels,titleItalic,Italic,Expected type: boolean
lineChart,labels,titleLabelDisplayUnits,Display units,"0, 1, 1000, 1000000, 1000000000, 1000000000000, -1"
lineChart,labels,titleLabelPrecision,Value decimal places,Expected type: integer
lineChart,labels,titleShowBlankAs,Show blank as,Expected type: string
lineChart,labels,titleTransparency,Transparency,Expected type: number
lineChart,labels,titleUnderline,Underline,Expected type: boolean
lineChart,labels,transparency,Transparency,Expected type: number
lineChart,labels,underline,Underline,Expected type: boolean
lineChart,labels,valueCustomFormatString,Format code,Expected type: string
lineChart,legend,bold,Bold,Expected type: boolean
lineChart,legend,fontFamily,Font family,Expected type: string
lineChart,legend,fontSize,Color,Expected type: number
lineChart,legend,italic,Italic,Expected type: boolean
lineChart,legend,labelColor,Color,Expected type: color
lineChart,legend,legendMarkerRendering,Style,"markerCircleDefault, markerOnly, lineOnly, lineAndMarker"
lineChart,legend,matchLineColor,Match line color,Expected type: boolean
lineChart,legend,position,Position,"Top, TopCenter, TopRight, Left, Right, LeftCenter, RightCenter, Bottom, BottomCenter, BottomRight"
lineChart,legend,show,Show,Expected type: boolean
lineChart,legend,showTitle,Title,Expected type: boolean
lineChart,legend,titleText,Legend Name,Expected type: string
lineChart,legend,underline,Underline,Expected type: boolean
lineChart,lineStyles,areaColor,Color,Expected type: color
lineChart,lineStyles,areaMatchStrokeColor,Match line color,Expected type: boolean
lineChart,lineStyles,areaShow,Shade area,Expected type: boolean
lineChart,lineStyles,interpolationSmooth,Smooth type,"monotoneX, cardinal"
lineChart,lineStyles,interpolationSmoothParam,Tension,Expected type: number
lineChart,lineStyles,interpolationStep,Step position,"before, center, after"
lineChart,lineStyles,lineChartType,Interpolation type,"linear, smooth, step"
lineChart,lineStyles,lineStyle,Line style,"solid, dashed, dotted, custom"
lineChart,lineStyles,markerColor,Color,Expected type: color
lineChart,lineStyles,markerShape,Type,"circle, square, diamond, triangle, x, shortDash, longDash, plus"
lineChart,lineStyles,markerSize,Size,Expected type: number
lineChart,lineStyles,showMarker,Show,Expected type: boolean
lineChart,lineStyles,showMarkerByDefault,Color,Expected type: boolean
lineChart,lineStyles,showSeries,Customize series,Expected type: boolean
lineChart,lineStyles,strokeAutoScale,Scale by width,Expected type: boolean
lineChart,lineStyles,strokeDashArray,Dash array,Expected type: string
lineChart,lineStyles,strokeDashCap,Dash cap,"none, round, square"
lineChart,lineStyles,strokeLineJoin,Join type,"miter, round, bevel"
lineChart,lineStyles,strokeShow,Show,Expected type: boolean
lineChart,lineStyles,strokeTransparency,Transparency,Expected type: number
lineChart,lineStyles,strokeWidth,Width,Expected type: number
lineChart,markers,borderColor,Color,Expected type: color
lineChart,markers,borderColorMatchFill,Match fill color,Expected type: boolean
lineChart,markers,borderShow,Border,Expected type: boolean
lineChart,markers,borderTransparency,Transparency,Expected type: number
lineChart,markers,borderWidth,Width,Expected type: number
lineChart,markers,rotation,Rotation,Expected type: number
lineChart,markers,transparency,Transparency,Expected type: number
lineChart,plotArea,image,Color,Expected type: object
lineChart,plotArea,image.name,Color,Expected type: string
lineChart,plotArea,image.url,Color,Expected type: string
lineChart,plotArea,image.scaling,Color,"Normal, Fit, Fill"
lineChart,plotArea,transparency,Transparency,Expected type: number
lineChart,referenceLine,autoScale,Scale by width,Expected type: boolean
lineChart,referenceLine,dashArray,Dash array,Expected type: string
lineChart,referenceLine,dashCap,Dash cap,"none, round, square"
lineChart,referenceLine,dataLabelColor,Color,Expected type: color
lineChart,referenceLine,dataLabelDecimalPoints,Value decimal places,Expected type: number
lineChart,referenceLine,dataLabelDisplayUnits,Color,"0, 1, 1000, 1000000, 1000000000, 1000000000000"
lineChart,referenceLine,dataLabelHorizontalPosition,Horizontal position,"left, right"
lineChart,referenceLine,dataLabelShow,Data label,Expected type: boolean
lineChart,referenceLine,dataLabelText,Text,"Value, Name, ValueAndName"
lineChart,referenceLine,dataLabelVerticalPosition,Vertical position,"above, under"
lineChart,referenceLine,displayName,Name,Expected type: string
lineChart,referenceLine,lineColor,Color,Expected type: color
lineChart,referenceLine,position,Position,"back, front"
lineChart,referenceLine,show,Show,Expected type: boolean
lineChart,referenceLine,style,Line style,"solid, dashed, dotted, custom"
lineChart,referenceLine,transparency,Transparency,Expected type: number
lineChart,referenceLine,value,Value,Expected type: number
lineChart,referenceLine,width,Width,Expected type: number
lineChart,scalarKey,min,Color,Expected type: string
lineChart,seriesLabels,backgroundColor,Color,Expected type: color
lineChart,seriesLabels,backgroundTransparency,Transparency,Expected type: integer
lineChart,seriesLabels,bold,Bold,Expected type: boolean
lineChart,seriesLabels,enableBackground,Show background,Expected type: boolean
lineChart,seriesLabels,italic,Italic,Expected type: boolean
lineChart,seriesLabels,seriesColor,Color,Expected type: color
lineChart,seriesLabels,seriesFontFamily,Series font family,Expected type: string
lineChart,seriesLabels,seriesMaximumWidth,Maximum width,Expected type: integer
lineChart,seriesLabels,seriesPosition,Series position,"Left, Right"
lineChart,seriesLabels,seriesWordWrap,Word wrap,Expected type: boolean
lineChart,seriesLabels,show,Show for this series,Expected type: boolean
lineChart,seriesLabels,showAll,Customize series,Expected type: boolean
lineChart,seriesLabels,showByDefault,Color,Expected type: boolean
lineChart,seriesLabels,textSize,Color,Expected type: number
lineChart,seriesLabels,underline,Underline,Expected type: boolean
lineChart,smallMultiplesLayout,advancedPaddingOptions,Advanced padding options,Expected type: boolean
lineChart,smallMultiplesLayout,backgroundColor,Color,Expected type: color
lineChart,smallMultiplesLayout,backgroundTransparency,Background transparency,Expected type: number
